source_dataset,job_title,job_title_norm,career_family,organization,city_standard,region,sector,economic_activity,organization_size,experience_years,entry_level_flag,salary_sar,vacancies,posting_date_hijri
jadarat_recent,مدير مالي,مدير مالي,Finance & Accounting,هيئة المحتوى المحلي والمشتريات الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,08/05/1447
jadarat_recent,مدير مراجعة,مدير مراجعه,Finance & Accounting,هيئة المدن والمناطق الاقتصادية الخاصة,الرياض,,القطاع شبه الحكومي,,,,,,1,08/05/1447
jadarat_recent,محاسب,محاسب,Technology,هيئة المدن والمناطق الاقتصادية الخاصة,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,أخصائي تواصل داخلي,اخصايي تواصل داخلي,Other,بنك التصدير والاستيراد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,مدير إداري,مدير اداري,Administration & Support,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,أخصائي علوم بيانات,اخصايي علوم بيانات,Data & Analytics,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,أخصائي استشارات أعمال,اخصايي استشارات اعمال,Other,المركز الوطني لتنمية الحياة الفطرية,الطائف,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,أخصائي قانوني,اخصايي قانوني,Legal & Compliance,المركز الوطني لتنمية الحياة الفطرية,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,اخصائي ذكاء اصطناعي,اخصايي ذكاء اصطناعي,Other,هيئة تقويم التعليم والتدريب,الرياض,,القطاع شبه الحكومي,,,,,,1,07/05/1447
jadarat_recent,مدير عام,مدير عام,Other,مجلس شؤون الأسرة,الرياض,,القطاع شبه الحكومي,,,,,,1,06/05/1447
jadarat_recent,كيميائي صناعات,كيميايي صناعات,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,06/05/1447
jadarat_recent,كيميائي صناعات,كيميايي صناعات,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,06/05/1447
jadarat_recent,مهندس كهربائي,مهندس كهربايي,Engineering,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مراجع داخلي,مراجع داخلي,Finance & Accounting,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,منسق لجان,منسق لجان,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مهندس صناعي,مهندس صناعي,Engineering,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مهندس تعدين,مهندس تعدين,Engineering,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مهندس بحري,مهندس بحري,Engineering,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,خبير موارد بشرية,خبير موارد بشريه,Human Resources,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,10,05/05/1447
jadarat_recent,اختصاصي مركز بيانات,اختصاصي مركز بيانات,Data & Analytics,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,فني معادن,فني معادن,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,ميكانيكي معدات ثقيلة,ميكانيكي معدات ثقيله,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مهندس مواد,مهندس مواد,Engineering,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,أخصائي أداء مؤسسي,اخصايي اداء موسسي,Other,المركز الوطني لإدارة النفايات,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مصمم صناعي,مصمم صناعي,Other,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,أخصائي عمليات موارد بشرية,اخصايي عمليات موارد بشريه,Human Resources,المركز الوطني للتنمية الصناعية,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,ميكانيكي معدات ثقيلة,ميكانيكي معدات ثقيله,Other,إدارة التشغيل وصيانة المنشآت العسكرية بالطائف,الطائف,,القطاع شبه الحكومي,,,,,,6,05/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,إدارة التشغيل وصيانة المنشآت العسكرية بجازان,بيش,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مساعد طبيب أسنان,مساعد طبيب اسنان,Healthcare,الادارة العامة لصحة السجون,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مساعد طبيب أسنان,مساعد طبيب اسنان,Healthcare,الادارة العامة لصحة السجون,عرعر,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مساعد طبيب أسنان,مساعد طبيب اسنان,Healthcare,الادارة العامة لصحة السجون,حائل,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مساعد طبيب أسنان,مساعد طبيب اسنان,Healthcare,الادارة العامة لصحة السجون,اخرى,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مساعد طبيب أسنان,مساعد طبيب اسنان,Healthcare,الادارة العامة لصحة السجون,العاذرية (الأحساء),,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,مدير تطوير موارد بشرية,مدير تطوير موارد بشريه,Human Resources,المركز الوطني للرقابة علي الإلتزام البيئي,الرياض,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,ميكانيكي سيارات,ميكانيكي سيارات,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,2,05/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,8,05/05/1447
jadarat_recent,أخصائي جودة مياه,اخصايي جوده مياه,Operations & Supply Chain,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,2,05/05/1447
jadarat_recent,طاهي,طاهي,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,4,05/05/1447
jadarat_recent,ميكانيكي معدات ثقيلة,ميكانيكي معدات ثقيله,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,3,05/05/1447
jadarat_recent,فني أجهزة دقيقة,فني اجهزه دقيقه,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,3,05/05/1447
jadarat_recent,ميكانيكي مصاعد,ميكانيكي مصاعد,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,1,05/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,9,05/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,2,05/05/1447
jadarat_recent,فني صيانة انشاءات,فني صيانه انشاءات,Other,مدينة الملك فيصل العسكرية بالمنطقة الجنوبية,احد رفيده,,القطاع شبه الحكومي,,,,,,2,05/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,2,04/05/1447
jadarat_recent,مشغل محطة تحلية مياه,مشغل محطه تحليه مياه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,9,04/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,7,04/05/1447
jadarat_recent,فني نقل طاقة كهربائية,فني نقل طاقه كهرباييه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مشغل محطة تحلية مياه,مشغل محطه تحليه مياه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,5,04/05/1447
jadarat_recent,فني ميكانيكي تمديدات صحية وتدفئة وغاز,فني ميكانيكي تمديدات صحيه وتدفيه وغاز,Healthcare,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,فني كهربائي تمديدات كهربائية,فني كهربايي تمديدات كهرباييه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,ميكانيكي تدفئة وتهوية وتكييف,ميكانيكي تدفيه وتهويه وتكييف,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني أجهزة إلكترونية,فني اجهزه الكترونيه,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني شبكات اتصالات,فني شبكات اتصالات,Technology,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,2,04/05/1447
jadarat_recent,فني مكافحة آفات,فني مكافحه افات,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,3,04/05/1447
jadarat_recent,فني زراعي,فني زراعي,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,ميكانيكي تدفئة وتهوية وتكييف,ميكانيكي تدفيه وتهويه وتكييف,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,5,04/05/1447
jadarat_recent,كهربائي مباني,كهربايي مباني,Other,مدينة الملك فهد العسكرية بالمنطقة الشرقية,الدمام,,القطاع شبه الحكومي,,,,,,6,04/05/1447
jadarat_recent,فني كهربائي شبكات توزيع هوائية,فني كهربايي شبكات توزيع هواييه,Technology,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مشرف إنشاء طرق,مشرف انشاء طرق,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة آلات كهربائية,فني صيانه الات كهرباييه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,3,04/05/1447
jadarat_recent,فني ميكانيكي معدات ثقيلة,فني ميكانيكي معدات ثقيله,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,2,04/05/1447
jadarat_recent,فني هندسة ميكانيكية,فني هندسه ميكانيكيه,Engineering,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني طرق,فني طرق,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,كهربائي مباني,كهربايي مباني,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مشغل محطة تحلية مياه,مشغل محطه تحليه مياه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني إنشاءات,فني انشاءات,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,10,04/05/1447
jadarat_recent,مهندس ميكانيكي,مهندس ميكانيكي,Engineering,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,2,04/05/1447
jadarat_recent,طاهي,طاهي,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,4,04/05/1447
jadarat_recent,مشرف صيانة,مشرف صيانه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,2,04/05/1447
jadarat_recent,فني صيانة انشاءات,فني صيانه انشاءات,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,6,04/05/1447
jadarat_recent,مهندس إلكترونيات,مهندس الكترونيات,Engineering,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مهندس زراعي,مهندس زراعي,Engineering,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مشغل محطة تحلية مياه,مشغل محطه تحليه مياه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني ميكانيكي تمديدات صحية وتدفئة وغاز,فني ميكانيكي تمديدات صحيه وتدفيه وغاز,Healthcare,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة مباني,فني صيانه مباني,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني ميكانيكي تمديدات صحية وتدفئة وغاز,فني ميكانيكي تمديدات صحيه وتدفيه وغاز,Healthcare,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,7,04/05/1447
jadarat_recent,فني لوحات تحكم محطة مياه وصرف صحي,فني لوحات تحكم محطه مياه وصرف صحي,Healthcare,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,3,04/05/1447
jadarat_recent,فني مساحة,فني مساحه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني حساب كميات,فني حساب كميات,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,7,04/05/1447
jadarat_recent,أخصائي جودة مياه,اخصايي جوده مياه,Operations & Supply Chain,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,حفر الباطن,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مدير إداري,مدير اداري,Administration & Support,مجلس شؤون الأسرة,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مدير عام,مدير عام,Other,مجلس شؤون الأسرة,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مدير إداري,مدير اداري,Administration & Support,مجلس شؤون الأسرة,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مهندس مدني,مهندس مدني,Engineering,هيئة تقويم التعليم والتدريب,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مشغل مضخة مياه,مشغل مضخه مياه,Other,إدارة التشغيل وصيانة المنشآت العسكرية بجازان,بيش,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,فني صيانة ميكانيكية,فني صيانه ميكانيكيه,Other,إدارة التشغيل وصيانة المنشآت العسكرية بجازان,بيش,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,مطور تطبيقات,مطور تطبيقات,Technology,بنك التصدير والاستيراد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,أخصائي بيانات ضخمة,اخصايي بيانات ضخمه,Data & Analytics,صندوق تنمية الموارد البشرية,الرياض,,القطاع شبه الحكومي,,,,,,1,04/05/1447
jadarat_recent,أخصائي موازنة مالية,اخصايي موازنه ماليه,Finance & Accounting,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,محاسب,محاسب,Technology,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مبرمج قاعدة بيانات,مبرمج قاعده بيانات,Data & Analytics,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مهندس إنتاج,مهندس انتاج,Engineering,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,3,01/05/1447
jadarat_recent,مدير تقنية معلومات,مدير تقنيه معلومات,Technology,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مدير مستودع,مدير مستودع,Operations & Supply Chain,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مهندس ميكانيكي,مهندس ميكانيكي,Engineering,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,محاسب,محاسب,Technology,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مصمم جرافيك,مصمم جرافيك,Other,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,2,01/05/1447
jadarat_recent,مهندس كهربائي,مهندس كهربايي,Engineering,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,فني هندسة إنتاج,فني هندسه انتاج,Engineering,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,19,01/05/1447
jadarat_recent,مدير أمن سيبراني,مدير امن سيبراني,Technology,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,أخصائي مستودعات,اخصايي مستودعات,Operations & Supply Chain,مجمع الملك فهد لطباعة المصحف الشريف,المدينة المنورة,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,أخصائي علاقات عامة,اخصايي علاقات عامه,Sales & Marketing,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,محاسب,محاسب,Technology,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,2,01/05/1447
jadarat_recent,مهندس نقل وتوزيع طاقة,مهندس نقل وتوزيع طاقه,Engineering,المركز السعودي لكفاءة الطاقة,الرياض,,القطاع شبه الحكومي,,,,,,1,01/05/1447
jadarat_recent,مهندس بحث وتطوير,مهندس بحث وتطوير,Engineering,المركز الوطني لكفاءة وترشيد المياه,الرياض,,القطاع شبه الحكومي,,,,,,1,30/04/1447
jadarat_recent,مهندس بحث وتطوير,مهندس بحث وتطوير,Engineering,المركز الوطني لكفاءة وترشيد المياه,الرياض,,القطاع شبه الحكومي,,,,,,1,30/04/1447
jadarat_recent,أخصائي علاقات عامة,اخصايي علاقات عامه,Sales & Marketing,المركز الوطني لكفاءة وترشيد المياه,الرياض,,القطاع شبه الحكومي,,,,,,1,30/04/1447
jadarat_recent,أخصائي تواصل داخلي,اخصايي تواصل داخلي,Other,هيئة المدن والمناطق الاقتصادية الخاصة,الرياض,,القطاع شبه الحكومي,,,,,,1,30/04/1447
jadarat_recent,مدير رقابة خدمات مالية,مدير رقابه خدمات ماليه,Finance & Accounting,هيئة المدن والمناطق الاقتصادية الخاصة,الرياض,,القطاع شبه الحكومي,,,,,,1,29/04/1447
jadarat_recent,أخصائي عمليات موارد بشرية,اخصايي عمليات موارد بشريه,Human Resources,المركز السعودي لكفاءة الطاقة,الرياض,,القطاع شبه الحكومي,,,,,,1,29/04/1447
jadarat_recent,طبيب جراح,طبيب جراح,Healthcare,برنامج الخدمات الصحية للهيئة الملكية بينبع,ينبع الصناعية,,القطاع شبه الحكومي,,,,,,1,29/04/1447
jadarat_recent,مدير دراسات أبحاث,مدير دراسات ابحاث,Other,هيئة المحتوى المحلي والمشتريات الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,28/04/1447
jadarat_recent,أخصائي استراتيجيات,اخصايي استراتيجيات,Other,المركز الوطني لنظم الموارد الحكومية,أبا الصلابيخ,,القطاع شبه الحكومي,,,,,,1,28/04/1447
jadarat_recent,مراجع داخلي,مراجع داخلي,Finance & Accounting,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,28/04/1447
jadarat_recent,أخصائي تطوير منتجات مالية,اخصايي تطوير منتجات ماليه,Finance & Accounting,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,28/04/1447
jadarat_recent,أخصائي أمن سيبراني,اخصايي امن سيبراني,Technology,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,28/04/1447
jadarat_recent,أخصائي إدارة مشاريع,اخصايي اداره مشاريع,Other,المركز الوطني لنظم الموارد الحكومية,الرياض,,القطاع شبه الحكومي,,,,,,1,27/04/1447
jadarat_recent,محلل بيانات,محلل بيانات,Data & Analytics,الهيئة العامة للمنشآت الصغيرة والمتوسطة,الرياض,,القطاع شبه الحكومي,,,,,,1,24/04/1447
jadarat_recent,مصمم حلول أعمال,مصمم حلول اعمال,Other,الهيئة العامة للمنشآت الصغيرة والمتوسطة,الرياض,,القطاع شبه الحكومي,,,,,,1,23/04/1447
jadarat_recent,مدير عام,مدير عام,Other,برنامج جودة الحياة,الرياض,,القطاع شبه الحكومي,,,,,,1,20/04/1447
jadarat_recent,أخصائي استراتيجيات,اخصايي استراتيجيات,Other,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,20/04/1447
jadarat_recent,مدير تقنية معلومات,مدير تقنيه معلومات,Technology,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,16/04/1447
jadarat_recent,أخصائي إدارة مشاريع,اخصايي اداره مشاريع,Other,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,16/04/1447
jadarat_recent,أخصائي إدارة مشاريع,اخصايي اداره مشاريع,Other,برنامج جودة الحياة,الرياض,,القطاع شبه الحكومي,,,,,,1,16/04/1447
jadarat_recent,أخصائي تخطيط مالي,اخصايي تخطيط مالي,Finance & Accounting,برنامج جودة الحياة,الرياض,,القطاع شبه الحكومي,,,,,,1,16/04/1447
jadarat_recent,أخصائي خدمة عملاء,اخصايي خدمه عملاء,Administration & Support,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,2,15/04/1447
jadarat_recent,مهندس برمجيات,مهندس برمجيات,Technology,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,3,15/04/1447
jadarat_recent,أخصائي خدمة عملاء,اخصايي خدمه عملاء,Administration & Support,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,2,15/04/1447
jadarat_recent,أخصائي موازنة مالية,اخصايي موازنه ماليه,Finance & Accounting,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,2,13/04/1447
jadarat_recent,أخصائي خدمة عملاء,اخصايي خدمه عملاء,Administration & Support,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,2,13/04/1447
jadarat_recent,أخصائي تسويق,اخصايي تسويق,Sales & Marketing,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,13/04/1447
jadarat_recent,مصمم جرافيك,مصمم جرافيك,Other,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,13/04/1447
jadarat_recent,مدير تسويق,مدير تسويق,Sales & Marketing,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,13/04/1447
jadarat_recent,مدير تخطيط إستراتيجي,مدير تخطيط استراتيجي,Other,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,10/04/1447
jadarat_recent,أخصائي أداء مؤسسي,اخصايي اداء موسسي,Other,مركز الإقامة المميزه,الرياض,,القطاع شبه الحكومي,,,,,,1,10/04/1447
jadarat_recent,محلل بيانات,محلل بيانات,Data & Analytics,المركز الوطني للتنافسية (تيسير),الرياض,,القطاع شبه الحكومي,,,,,,1,10/04/1447
jadarat_recent,أخصائي جودة,اخصايي جوده,Operations & Supply Chain,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,1,10/04/1447
jadarat_recent,أخصائي إدارة مخاطر,اخصايي اداره مخاطر,Other,مؤسسة البريد السعودي,الرياض,,القطاع شبه الحكومي,,,,,,4,09/04/1447
jadarat_recent,مطور تطبيقات,مطور تطبيقات,Technology,الهيئة السعودية للمواصفات والمقاييس والجودة,الرياض,,القطاع شبه الحكومي,,,,,,1,09/04/1447
